address,link,price,bedrooms,bathrooms,floor_area,year_built,date_scraped
469B Sengkang West Way,https://www.99.co/singapore/sale/property/469b-sengkang-west-way-hdb-Kcs8hsvuySC7spb3HTjoZN?enquiry_position=4358&enquiry_source=Search,"$460,000",3,2,92.99,,2020-07-18 17:01:43.228176
187 Bukit Batok West Avenue 6,https://www.99.co/singapore/sale/property/187-bukit-batok-west-avenue-6-hdb-B3AQpqDAej4M8HDRZKEcXF?enquiry_position=4359&enquiry_source=Search,"$398,000",3,2,106.00,1989,2020-07-18 17:01:43.228176
335 Sembawang Close,https://www.99.co/singapore/sale/property/335-sembawang-close-hdb-Gpa9RV5Gzn39QAhwzkSELV?enquiry_position=4360&enquiry_source=Search,"$445,000",4,2,120.95,1999,2020-07-18 17:01:43.228176
931 Hougang Street 91,https://www.99.co/singapore/sale/property/931-hougang-street-91-hdb-PJ89b69tiFhKfgpu5qdQp4?enquiry_position=4361&enquiry_source=Search,"$396,000",3,2,99.96,1998,2020-07-18 17:01:43.228176
9 Selegie Road,https://www.99.co/singapore/sale/property/9-selegie-road-hdb-XmMzyhDQ2CDA3XUoofFEZK?enquiry_position=4362&enquiry_source=Search,"$430,000",2,1,57.97,1974,2020-07-18 17:01:43.228176
261B Punggol Way,https://www.99.co/singapore/sale/property/261b-punggol-way-hdb-Ne6x24hWn6cjST6ciRFjEc?enquiry_position=4363&enquiry_source=Search,"$538,000",3,2,112.97,,2020-07-18 17:01:43.228176
460 Clementi Avenue 3,https://www.99.co/singapore/sale/property/460-clementi-avenue-3-hdb-HK2A22xhuLjrZpPoKhNPuS?enquiry_position=4364&enquiry_source=Search,"$620,000",3,2,89.93,2002,2020-07-18 17:01:43.228176
55 Havelock Road,https://www.99.co/singapore/sale/property/55-havelock-road-hdb-baSuL6qkNF2vUtch7VqW88?enquiry_position=4365&enquiry_source=Search,"$828,000",3,2,93.92,2013,2020-07-18 17:01:43.228176
709 Bedok Reservoir Road,https://www.99.co/singapore/sale/property/709-bedok-reservoir-road-hdb-BCNkAbMqhzHDn7QD3pfWxG?enquiry_position=4366&enquiry_source=Search,"$358,000",2,2,82.03,1981,2020-07-18 17:01:43.228176
317C Anchorvale Road,https://www.99.co/singapore/sale/property/317c-anchorvale-road-hdb-ECzgsaREePgNBYvDpMvirL?enquiry_position=4367&enquiry_source=Search,"$400,000",3,2,91.97,2003,2020-07-18 17:01:43.228176
136 Bishan Street 12,https://www.99.co/singapore/sale/property/136-bishan-street-12-hdb-NEAkw2qs7gPdSU5kuft62j?enquiry_position=4368&enquiry_source=Search,"$530,000",3,3,102.93,1987,2020-07-18 17:01:43.228176
671A Edgefield Plains,https://www.99.co/singapore/sale/property/671a-edgefield-plains-hdb-7rDFix9vwFS7VRZkAAh4FZ?enquiry_position=4369&enquiry_source=Search,"$450,000",3,2,90.02,,2020-07-18 17:01:43.228176
489C Choa Chu Kang Avenue 5,https://www.99.co/singapore/sale/property/489c-choa-chu-kang-avenue-5-hdb-psQVdAmhfDyCQvfNFRPscD?enquiry_position=4370&enquiry_source=Search,"$460,000",3,2,92.99,,2020-07-18 17:01:43.228176
487A Choa Chu Kang Avenue 5,https://www.99.co/singapore/sale/property/487a-choa-chu-kang-avenue-5-hdb-9MRdC7HFFXport4Pv6LGw5?enquiry_position=4371&enquiry_source=Search,"$530,000",3,2,112.97,,2020-07-18 17:01:43.228176
264 Waterloo Street,https://www.99.co/singapore/sale/property/264-waterloo-street-hdb-AMyuRZhnvAbSvBajWcrR2H?enquiry_position=4372&enquiry_source=Search,"$435,000",2,2,60.01,1986,2020-07-18 17:01:43.228176
672A Klang Lane,https://www.99.co/singapore/sale/property/672a-klang-lane-hdb-FpSWb7ExLUq4ni8H99McUK?enquiry_position=4373&enquiry_source=Search,"$598,000",3,2,104.98,2002,2020-07-18 17:01:43.228176
636B Senja Road,https://www.99.co/singapore/sale/property/636b-senja-road-hdb-XLJNhqovtjnaV4HDrJ7JCK?enquiry_position=4374&enquiry_source=Search,"$495,000",3,2,91.97,,2020-07-18 17:01:43.228176
475B Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475b-upper-serangoon-crescent-hdb-dc9zUwjJcL3d9VPaG4ERCD?enquiry_position=4375&enquiry_source=Search,"$460,000",2,2,66.98,,2020-07-18 17:01:43.228176
17B Circuit Road,https://www.99.co/singapore/sale/property/17b-circuit-road-hdb-CeXarfZPC7nNG8wo3QhZvF?enquiry_position=4376&enquiry_source=Search,"$756,888",3,2,92.99,,2020-07-18 17:01:43.228176
122 Bukit Batok Central,https://www.99.co/singapore/sale/property/122-bukit-batok-central-hdb-4sr65yev5vxThgoykMmLCf?enquiry_position=4377&enquiry_source=Search,"$670,000",3,2,141.95,1985,2020-07-18 17:01:43.228176
475B Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475b-upper-serangoon-crescent-hdb-4xbwbL4XEy9TTqpYRH7ut7?enquiry_position=4378&enquiry_source=Search,"$830,000",3,2,108.97,,2020-07-18 17:01:43.228176
798 Yishun Ring Road,https://www.99.co/singapore/sale/property/798-yishun-ring-road-hdb-7QPdzdSD7LrKZd4cYjvX6L?enquiry_position=4379&enquiry_source=Search,"$500,000",3,2,121.98,1986,2020-07-18 17:01:43.228176
172C Edgedale Plains,https://www.99.co/singapore/sale/property/172c-edgedale-plains-hdb-7Wmd2setpqgLhe8E7kXbpT?enquiry_position=4381&enquiry_source=Search,"$510,000",3,2,109.99,2004,2020-07-18 17:01:43.228176
172C Edgedale Plains,https://www.99.co/singapore/sale/property/172c-edgedale-plains-hdb-mfX9HeRrFvARLDjAXxtz5P?enquiry_position=4382&enquiry_source=Search,"$510,000",3,2,109.99,2004,2020-07-18 17:01:43.228176
172C Edgedale Plains,https://www.99.co/singapore/sale/property/172c-edgedale-plains-hdb-d6cHxFq2Ks6rQ8VXGMCF3A?enquiry_position=4383&enquiry_source=Search,"$510,000",3,2,109.99,2004,2020-07-18 17:01:43.228176
542 Ang Mo Kio Avenue 10,https://www.99.co/singapore/sale/property/542-ang-mo-kio-avenue-10-hdb-WDSf2GMEmounZwUNPCyJRe?enquiry_position=4384&enquiry_source=Search,"$370,000",3,2,92.99,1981,2020-07-18 17:01:43.228176
435 Ang Mo Kio Avenue 10,https://www.99.co/singapore/sale/property/435-ang-mo-kio-avenue-10-hdb-FVjwMsoBgbD7iB52dGnkHg?enquiry_position=4386&enquiry_source=Search,"$410,000",3,2,91.97,1979,2020-07-18 17:01:43.228176
106 Henderson Crescent,https://www.99.co/singapore/sale/property/106-henderson-crescent-hdb-XmxEWGqKcAjqhFSbhJUSP8?enquiry_position=4387&enquiry_source=Search,"$470,000",3,2,81.01,1975,2020-07-18 17:01:43.228176
742 Pasir Ris Street 71,https://www.99.co/singapore/sale/property/742-pasir-ris-street-71-hdb-BBeBP2fL9azBg2vgLCYmo7?enquiry_position=4388&enquiry_source=Search,"$390,000",3,2,9.94,1996,2020-07-18 17:01:43.228176
28B Dover Crescent,https://www.99.co/singapore/sale/property/28b-dover-crescent-hdb-uVttWUrQ44TFFe8oSXsTB9?enquiry_position=4389&enquiry_source=Search,"$650,000",3,2,87.97,2012,2020-07-18 17:01:43.228176
88 Dawson Road,https://www.99.co/singapore/sale/property/88-dawson-road-hdb-avm8PaTQn7cSufwUVtzNbV?enquiry_position=4390&enquiry_source=Search,"$1,000,000",3,2,103.95,,2020-07-18 17:01:43.228176
310C Punggol Walk,https://www.99.co/singapore/sale/property/310c-punggol-walk-hdb-6bJWsmLzGTinrc59onfmnG?enquiry_position=4391&enquiry_source=Search,"$539,000",3,2,91.97,,2020-07-18 17:01:43.228176
475B Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475b-upper-serangoon-crescent-hdb-psV2L3nrXcc26Ph6VSKXTA?enquiry_position=4392&enquiry_source=Search,"$850,000",3,2,107.95,,2020-07-18 17:01:43.228176
351 Clementi Avenue 2,https://www.99.co/singapore/sale/property/351-clementi-avenue-2-hdb-v5rBgKZJfSFiuGtKqxbmyf?enquiry_position=4393&enquiry_source=Search,"$300,000",2,2,66.98,1978,2020-07-18 17:01:43.228176
195 Kim Keat Avenue,https://www.99.co/singapore/sale/property/195-kim-keat-avenue-hdb-ApKXDtAbq8msExQKvVKCgh?enquiry_position=4394&enquiry_source=Search,"$245,000",3,2,65.96,1973,2020-07-18 17:01:43.228176
268C Punggol Field,https://www.99.co/singapore/sale/property/268c-punggol-field-hdb-jcu2oNv2pRcD2UTBKvRx65?enquiry_position=4395&enquiry_source=Search,"$520,000",3,2,92.99,2013,2020-07-18 17:01:43.228176
221 Bukit Batok East Avenue 3,https://www.99.co/singapore/sale/property/221-bukit-batok-east-avenue-3-hdb-jh9QRrvUQij3gh55nuLmdB?enquiry_position=4396&enquiry_source=Search,"$600,000",3,1,149.01,1985,2020-07-18 17:01:43.228176
294A Compassvale Crescent,https://www.99.co/singapore/sale/property/294a-compassvale-crescent-hdb-bc9cSH2uMpH3NgWjrzacTf?enquiry_position=4397&enquiry_source=Search,"$620,000",3,2,112.97,,2020-07-18 17:01:43.228176
293A Compassvale Crescent,https://www.99.co/singapore/sale/property/293a-compassvale-crescent-hdb-F69Fy926xD4bf6BjUJBRBM?enquiry_position=4398&enquiry_source=Search,"$490,000",3,2,92.99,,2020-07-18 17:01:43.228176
102 Lengkong Tiga,https://www.99.co/singapore/sale/property/102-lengkong-tiga-hdb-DaopL7gtHejohZMnVJG3LW?enquiry_position=4399&enquiry_source=Search,"$720,000",4,2,128.94,1989,2020-07-18 17:01:43.228176
148 Yishun Street 11,https://www.99.co/singapore/sale/property/148-yishun-street-11-hdb-aVsU4QHhDGB95CAFb8sBnR?enquiry_position=4400&enquiry_source=Search,"$490,000",3,2,92.99,1985,2020-07-18 17:01:43.228176
548B Segar Road,https://www.99.co/singapore/sale/property/548b-segar-road-hdb-ywKYWnY2xK3QgK6NrPHpph?enquiry_position=4401&enquiry_source=Search,"$470,000",3,2,91.97,,2020-07-18 17:01:43.228176
106 Henderson Crescent,https://www.99.co/singapore/sale/property/106-henderson-crescent-hdb-59SrUAQheQvSoCfPePFSVa?enquiry_position=4402&enquiry_source=Search,"$465,000",3,2,80.91,1975,2020-07-18 17:01:43.228176
13 Marine Terrace,https://www.99.co/singapore/sale/property/13-marine-terrace-hdb-ejo2y94dYQ73GJSMBVUZsi?enquiry_position=4403&enquiry_source=Search,"$835,000",4,2,125.97,1975,2020-07-18 17:01:43.228176
805 Yishun Ring Road,https://www.99.co/singapore/sale/property/805-yishun-ring-road-hdb-dcabMk5nrgC7kJZjg78kqc?enquiry_position=4404&enquiry_source=Search,"$370,000",3,2,83.98,1987,2020-07-18 17:01:43.228176
351 Clementi Avenue 2,https://www.99.co/singapore/sale/property/351-clementi-avenue-2-hdb-gVvCHGUxJ3VaWhoxJpKETa?enquiry_position=4405&enquiry_source=Search,"$455,000",3,2,91.97,1978,2020-07-18 17:01:43.228176
469B Sengkang West Way,https://www.99.co/singapore/sale/property/469b-sengkang-west-way-hdb-ny4t854QgtkzqQejz8dAw8?enquiry_position=4407&enquiry_source=Search,"$475,000",3,2,92.99,,2020-07-18 17:01:43.228176
36 Chai Chee Avenue,https://www.99.co/singapore/sale/property/36-chai-chee-avenue-hdb-UeJvqwbMnsZn9R7VqjPJxC?enquiry_position=4408&enquiry_source=Search,"$780,000",6,2,146.97,1974,2020-07-18 17:01:43.228176
185 Bedok North Road,https://www.99.co/singapore/sale/property/185-bedok-north-road-hdb-s7st6hJHwQvRHqDFbzxR5N?enquiry_position=4410&enquiry_source=Search,"$650,000",3,2,91.97,2005,2020-07-18 17:01:43.228176
18 Lorong 7 Toa Payoh,https://www.99.co/singapore/sale/property/18-lorong-7-toa-payoh-hdb-Apv7Bk63jjvaM7J73KGvzg?enquiry_position=4411&enquiry_source=Search,"$235,000",2,2,66.98,1970,2020-07-18 17:01:43.228176
109 Aljunied Crescent,https://www.99.co/singapore/sale/property/109-aljunied-crescent-hdb-gN9bzcBMssFZJEiEFwoLXk?enquiry_position=4413&enquiry_source=Search,"$220,000",1,1,44.96,1986,2020-07-18 17:01:43.228176
2 Marine Terrace,https://www.99.co/singapore/sale/property/2-marine-terrace-hdb-6zAeyQ6c5wGaNEKvLdkswA?enquiry_position=4414&enquiry_source=Search,"$850,000",5,5,119.93,1975,2020-07-18 17:01:43.228176
485 Segar Road,https://www.99.co/singapore/sale/property/485-segar-road-hdb-vNiNWK4koT3HKFDEjhWmqR?enquiry_position=4415&enquiry_source=Search,"$350,000",2,2,66.98,2014,2020-07-18 17:01:43.228176
889 Tampines Street 81,https://www.99.co/singapore/sale/property/889-tampines-street-81-hdb-JRZG2ewcUPToFCP5PYmok3?enquiry_position=4416&enquiry_source=Search,"$728,000",5,5,145.95,1989,2020-07-18 17:01:43.228176
90 Dawson Road,https://www.99.co/singapore/sale/property/90-dawson-road-hdb-PR4JohcsNermGahBHaGbKf?enquiry_position=4417&enquiry_source=Search,"$888,000",3,2,82.96,2016,2020-07-18 17:01:43.228176
217A Sumang Walk,https://www.99.co/singapore/sale/property/217a-sumang-walk-hdb-BdJ6Bh7FGoxPp2Z2Fhs9Dk?enquiry_position=4418&enquiry_source=Search,"$630,000",3,2,111.94,,2020-07-18 17:01:43.228176
416B Fernvale Link,https://www.99.co/singapore/sale/property/416b-fernvale-link-hdb-uSMB9fEgdE7yVXvGBLJupc?enquiry_position=4419&enquiry_source=Search,"$480,000",3,2,91.97,,2020-07-18 17:01:43.228176
109 Lengkong Tiga,https://www.99.co/singapore/sale/property/109-lengkong-tiga-hdb-AePPDjcqvJ9TQmV7YacqGg?enquiry_position=4420&enquiry_source=Search,"$660,000",3,2,103.95,1989,2020-07-18 17:01:43.228176
717 Bedok Reservoir Road,https://www.99.co/singapore/sale/property/717-bedok-reservoir-road-hdb-FcjuZsKbTdw3dGwDCfQMSE?enquiry_position=4421&enquiry_source=Search,"$698,000",4,3,139.91,1984,2020-07-18 17:01:43.228176
199A Punggol Field,https://www.99.co/singapore/sale/property/199a-punggol-field-hdb-e2RwaF5nNiEXRVDTDokiHQ?enquiry_position=4422&enquiry_source=Search,"$450,000",3,2,109.99,2003,2020-07-18 17:01:43.228176
330 Tampines Street 32,https://www.99.co/singapore/sale/property/330-tampines-street-32-hdb-Ji52eQdYmBFx2d6GsV3AZ5?enquiry_position=4423&enquiry_source=Search,"$645,000",3,2,146.97,1995,2020-07-18 17:01:43.228176
195B Punggol Road,https://www.99.co/singapore/sale/property/195b-punggol-road-hdb-YywrUySGnQKAS5EnUi5YCa?enquiry_position=4424&enquiry_source=Search,"$468,000",3,2,90.02,2007,2020-07-18 17:01:43.228176
894 Tampines Street 81,https://www.99.co/singapore/sale/property/894-tampines-street-81-hdb-SV2FVNCFo4Xn5KNg73viTh?enquiry_position=4425&enquiry_source=Search,"$740,000",4,3,145.95,1989,2020-07-18 17:01:43.228176
1C Cantonment Road,https://www.99.co/singapore/sale/property/1c-cantonment-road-hdb-MWade4CfCcJzPa4xN5MmwX?enquiry_position=4427&enquiry_source=Search,"$1,238,888",3,2,105.90,2011,2020-07-18 17:01:43.228176
418 Bedok North Avenue 2,https://www.99.co/singapore/sale/property/418-bedok-north-avenue-2-hdb-uMNktbxUAb8f5kx8c32ZjA?enquiry_position=4428&enquiry_source=Search,"$310,000",2,2,66.98,1978,2020-07-18 17:01:43.228176
26 Jalan Berseh,https://www.99.co/singapore/sale/property/26-jalan-berseh-hdb-ueLrfBdv7g98SHBT9KvRWe?enquiry_position=4429&enquiry_source=Search,"$480,000",3,2,86.95,1979,2020-07-18 17:01:43.228176
26 Jalan Berseh,https://www.99.co/singapore/sale/property/26-jalan-berseh-hdb-hmtk2UzVNaXyGp8v8RmKfb?enquiry_position=4430&enquiry_source=Search,"$480,000",3,2,86.95,1979,2020-07-18 17:01:43.228176
1 Haig Road,https://www.99.co/singapore/sale/property/1-haig-road-hdb-D65pGeE73rBAJNR6jKQ4YK?enquiry_position=4431&enquiry_source=Search,"$365,000",1,2,58.99,1982,2020-07-18 17:01:43.228176
260B Punggol Way,https://www.99.co/singapore/sale/property/260b-punggol-way-hdb-WLzcbkrE6fhRyykyjdEYHG?enquiry_position=4432&enquiry_source=Search,"$468,000",3,2,92.99,,2020-07-18 17:01:43.228176
550A Segar Road,https://www.99.co/singapore/sale/property/550a-segar-road-hdb-45ffk2pt4ZxmNePvNnt3cm?enquiry_position=4433&enquiry_source=Search,"$420,000",3,2,89.93,,2020-07-18 17:01:43.228176
102 Henderson Crescent,https://www.99.co/singapore/sale/property/102-henderson-crescent-hdb-WLUq6RvT6EkXWFgm7tUeb4?enquiry_position=4434&enquiry_source=Search,"$398,000",3,2,79.98,1970,2020-07-18 17:01:43.228176
311A Clementi Avenue 4,https://www.99.co/singapore/sale/property/311a-clementi-avenue-4-hdb-cdbvd9eXreDsMeYWpks5tD?enquiry_position=4435&enquiry_source=Search,"$798,000",3,2,79.98,2015,2020-07-18 17:01:43.228176
233 Tampines Street 21,https://www.99.co/singapore/sale/property/233-tampines-street-21-hdb-2YBZxuCw4DqSSDd4YXrJAi?enquiry_position=4436&enquiry_source=Search,"$565,000",3,2,120.95,1985,2020-07-18 17:01:43.228176
313B Sumang Link,https://www.99.co/singapore/sale/property/313b-sumang-link-hdb-oh8LRsgdiWNChNzdZMc8HW?enquiry_position=4437&enquiry_source=Search,"$615,000",3,2,112.04,2015,2020-07-18 17:01:43.228176
1G Cantonment Road,https://www.99.co/singapore/sale/property/1g-cantonment-road-hdb-EQ9JdkxbjJVYsJCfxj4z9C?enquiry_position=4438&enquiry_source=Search,"$1,050,000",3,2,94.94,2011,2020-07-18 17:01:43.228176
475A Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475a-upper-serangoon-crescent-hdb-8kXhDerMaZiRXPfsQfrwnU?enquiry_position=4439&enquiry_source=Search,"$450,000",2,2,66.98,,2020-07-18 17:01:43.228176
528C Pasir Ris Street 51,https://www.99.co/singapore/sale/property/528c-pasir-ris-street-51-hdb-Cv3waW67FDz6SVJ4zMQKrK?enquiry_position=4441&enquiry_source=Search,"$570,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
519C Tampines Central 8,https://www.99.co/singapore/sale/property/519c-tampines-central-8-hdb-KzD7Z3s58WW6oL2SUdhmhQ?enquiry_position=4442&enquiry_source=Search,"$665,000",3,2,83.98,2014,2020-07-18 17:01:43.228176
454 Tampines Street 42,https://www.99.co/singapore/sale/property/454-tampines-street-42-hdb-eaxkFKVu4hZnH4D2WziNk9?enquiry_position=4443&enquiry_source=Search,"$748,000",4,3,131.92,1987,2020-07-18 17:01:43.228176
258A Punggol Field,https://www.99.co/singapore/sale/property/258a-punggol-field-hdb-ifbC6ihLxebo4UqiSEgNZQ?enquiry_position=4444&enquiry_source=Search,"$505,555",3,2,92.99,,2020-07-18 17:01:43.228176
771 Choa Chu Kang Street 54,https://www.99.co/singapore/sale/property/771-choa-chu-kang-street-54-hdb-kM32RnSVqHrYiJMHynkLi3?enquiry_position=4445&enquiry_source=Search,"$470,000",3,2,120.95,1996,2020-07-18 17:01:43.228176
867 Woodlands Street 83,https://www.99.co/singapore/sale/property/867-woodlands-street-83-hdb-g5PkmUJWC6sCGP9scoQTsY?enquiry_position=4446&enquiry_source=Search,"$575,000",4,2,144.92,1996,2020-07-18 17:01:43.228176
266A Punggol Way,https://www.99.co/singapore/sale/property/266a-punggol-way-hdb-cPV3HQzaBCMUyzvAmq9duG?enquiry_position=4447&enquiry_source=Search,"$500,000",3,2,91.97,2015,2020-07-18 17:01:43.228176
263 Waterloo Street,https://www.99.co/singapore/sale/property/263-waterloo-street-hdb-kjJNiWhzRK3aBLMEy6LQvk?enquiry_position=4448&enquiry_source=Search,"$400,000",2,1,60.01,1978,2020-07-18 17:01:43.228176
716 Bedok Reservoir Road,https://www.99.co/singapore/sale/property/716-bedok-reservoir-road-hdb-7Q5J3X5KpuNzoMS99c8AU3?enquiry_position=4449&enquiry_source=Search,"$720,000",3,3,146.97,1984,2020-07-18 17:01:43.228176
50 Commonwealth Drive,https://www.99.co/singapore/sale/property/50-commonwealth-drive-hdb-EXdyNddF6dp8eTfueTs7Ba?enquiry_position=4450&enquiry_source=Search,"$798,000",3,2,87.97,2015,2020-07-18 17:01:43.228176
634 Choa Chu Kang North 6,https://www.99.co/singapore/sale/property/634-choa-chu-kang-north-6-hdb-tDGkhkkXtXQxoDrTpS8JrM?enquiry_position=4451&enquiry_source=Search,"$458,000",3,2,112.97,1998,2020-07-18 17:01:43.228176
93 Dawson Road,https://www.99.co/singapore/sale/property/93-dawson-road-hdb-AAMAea9Ni7ds9hsBujdtWV?enquiry_position=4452&enquiry_source=Search,"$1,070,000",3,2,98.94,2016,2020-07-18 17:01:43.228176
180 Ang Mo Kio Avenue 5,https://www.99.co/singapore/sale/property/180-ang-mo-kio-avenue-5-hdb-de4XkwycJW6icNGbv5d8Ab?enquiry_position=4453&enquiry_source=Search,"$799,000",4,4,163.04,1981,2020-07-18 17:01:43.228176
519A Tampines Central 8,https://www.99.co/singapore/sale/property/519a-tampines-central-8-hdb-aifMzojvWqauRB6CpUneHn?enquiry_position=4454&enquiry_source=Search,"$650,000",3,2,82.96,2014,2020-07-18 17:01:43.228176
320C Anchorvale Drive,https://www.99.co/singapore/sale/property/320c-anchorvale-drive-hdb-qGvz5yntvHaFyZ5R2TUymc?enquiry_position=4455&enquiry_source=Search,"$620,000",4,2,126.99,2002,2020-07-18 17:01:43.228176
187B Rivervale Drive,https://www.99.co/singapore/sale/property/187b-rivervale-drive-hdb-JM94bbScW82WbDiwPioQce?enquiry_position=4456&enquiry_source=Search,"$419,888",3,2,109.99,2000,2020-07-18 17:01:43.228176
143 Lorong 2 Toa Payoh,https://www.99.co/singapore/sale/property/143-lorong-2-toa-payoh-hdb-Cu7sA96u89JXFxuEM6xsoj?enquiry_position=4457&enquiry_source=Search,"$780,000",4,2,109.99,2002,2020-07-18 17:01:43.228176
667A Punggol Drive,https://www.99.co/singapore/sale/property/667a-punggol-drive-hdb-bJpLwRtcBUT9oxS8idueVL?enquiry_position=4458&enquiry_source=Search,"$518,000",3,2,92.99,,2020-07-18 17:01:43.228176
121 Mcnair Road,https://www.99.co/singapore/sale/property/121-mcnair-road-hdb-ZAUg2BR5JoqeMGYVPUSEFE?enquiry_position=4459&enquiry_source=Search,"$700,000",3,2,129.97,1987,2020-07-18 17:01:43.228176
212A Punggol Walk,https://www.99.co/singapore/sale/property/212a-punggol-walk-hdb-Vg4rfEZpZ9reikazxkRVKj?enquiry_position=4460&enquiry_source=Search,"$468,000",3,2,92.99,2015,2020-07-18 17:01:43.228176
258B Compassvale Road,https://www.99.co/singapore/sale/property/258b-compassvale-road-hdb-4MzYB9aGnLZR7PG9LmRDgR?enquiry_position=4461&enquiry_source=Search,"$475,000",3,2,109.99,2001,2020-07-18 17:01:43.228176
336 Hougang Avenue 7,https://www.99.co/singapore/sale/property/336-hougang-avenue-7-hdb-RGdbSKajN2zCc6sRGxiVSa?enquiry_position=4462&enquiry_source=Search,"$336,000",3,2,91.04,1985,2020-07-18 17:01:43.228176
475D Upper Serangoon Crescent,https://www.99.co/singapore/sale/property/475d-upper-serangoon-crescent-hdb-BjDQUnuhYdws6hXRTGpD7?enquiry_position=4463&enquiry_source=Search,"$500,000",2,2,66.98,,2020-07-18 17:01:43.228176
90 Dawson Road,https://www.99.co/singapore/sale/property/90-dawson-road-hdb-wYwbEWZsz5CsWkBTj6Mbh3?enquiry_position=4464&enquiry_source=Search,"$840,000",3,2,82.96,2016,2020-07-18 17:01:43.228176
